N,P,K,temperature,humidity,ph,rainfall,label,crop_category,soil_type_1,soil_type_2
53.6844597801517,62.6875658578612,79.0892115013343,21.801944070376,71.7464759284743,6.77126224830736,888.141906301494,grapes,fruits,sandy loam,loamy soil
58.4320241214478,44.4534157019764,68.7554891656663,24.158600927532,73.605760261449,5.9723550962647,1176.84232933908,grapes,fruits,sandy loam,loamy soil
57.8806469236668,52.3106149195366,82.7417419049807,24.3014773410234,65.9679036637509,6.67840504920323,828.220601339964,grapes,fruits,sandy loam,loamy soil
48.8912196004687,56.6130360154734,82.2348272754435,22.3587691193978,75.2997548338884,7.25944563331918,699.572810662062,grapes,fruits,sandy loam,loamy soil
53.063075332136,56.3975338927885,79.4205624204383,23.4993985908943,80.940741322785,6.51883211380616,1315.20805500121,grapes,fruits,sandy loam,loamy soil
39.5750594155241,56.0864111390423,65.2137253140223,27.9328197465229,71.6830489943536,6.98542842963766,715.050333025169,grapes,fruits,sandy loam,loamy soil
48.7410369666442,54.0370610928107,78.9433564839396,20.6919321854592,81.9650451262256,6.39180775340511,1249.50198520226,grapes,fruits,sandy loam,loamy soil
53.2777411657067,48.5402529645763,77.137614499932,26.7850418162177,66.5414892056685,7.00423141936431,1151.59194571756,grapes,fruits,sandy loam,loamy soil
53.8351662224151,60.1064860543637,71.7567659906997,21.9425402805597,79.1557467871265,6.15907391967075,898.138563786744,grapes,fruits,sandy loam,loamy soil
50.2373464527002,54.6520166302475,72.4101901767693,23.9131322584932,84.9276937607027,6.99454191455511,1164.80173563457,grapes,fruits,sandy loam,loamy soil
67.7803815388697,49.6772956171936,78.3924769133167,25.2951962069225,66.6891992240273,6.70749444485385,1234.66468441169,grapes,fruits,sandy loam,loamy soil
48.0658975666706,49.4493039200651,70.6168995049668,21.656857323033,88.5379250818383,6.41419314077024,1201.47608862046,grapes,fruits,sandy loam,loamy soil
59.3508196888495,55.5497135326505,66.5473568251732,27.7025311991855,75.9077482448255,5.89537250984349,1247.13499836808,grapes,fruits,sandy loam,loamy soil
46.4545181651251,50.8883243723204,77.0471936781437,26.834676594433,80.6885194735341,7.09181396989267,1013.05817168856,grapes,fruits,sandy loam,loamy soil
49.7014718429674,56.2526119982741,67.4534875296104,29.56699828896,85.6286639624047,6.4541637518564,717.668465674773,grapes,fruits,sandy loam,loamy soil
38.7128476411239,54.7895885824514,67.0334840324062,28.0927122619067,85.6167412585007,6.34752707182799,714.904797471033,grapes,fruits,sandy loam,loamy soil
59.2562578743672,65.7415717195033,83.3324059387689,25.8837050026708,86.029067346836,6.78905104301353,916.155604288456,grapes,fruits,sandy loam,loamy soil
52.0226978039817,57.2071726066032,62.752396961052,24.4787484088167,87.3212619922645,6.17912345734222,1063.59705543287,grapes,fruits,sandy loam,loamy soil
58.5672854916497,47.6792458519278,68.0080913674489,24.8517630673651,64.2434383723697,6.22691749575711,1095.65470789246,grapes,fruits,sandy loam,loamy soil
60.5649309536341,55.3031101748879,69.3346005445545,26.7093985455274,62.951815931971,7.00699988304645,995.628962071336,grapes,fruits,sandy loam,loamy soil
47.5328756517348,48.2378140757185,68.2238418188037,24.7039311685804,67.7308936860713,6.24821972675759,771.219229437661,grapes,fruits,sandy loam,loamy soil
67.7925517214883,53.6919889328061,86.3754860126018,30.6133111250635,89.6183699515285,6.71234368686791,931.71696497806,grapes,fruits,sandy loam,loamy soil
43.5192952930002,49.6696320134083,88.9714713912637,35.7232786226339,66.7945094845169,6.35836215379713,1215.26338973226,grapes,fruits,sandy loam,loamy soil
48.4228470753692,68.0061933137874,71.0300716988704,31.3740014020297,84.664128765891,6.70423257234136,998.512705903352,grapes,fruits,sandy loam,loamy soil
49.2638031950949,44.968578179824,68.1048732159515,27.3732498013831,63.3902264427081,7.04003720166881,1042.55853450018,grapes,fruits,sandy loam,loamy soil
59.6511999364741,57.0908180698951,75.3276613064819,26.4131467969021,72.5037153522817,6.57239576909349,728.288673803023,grapes,fruits,sandy loam,loamy soil
51.0992397786907,64.6427532517185,89.5474627024305,21.5961341478882,68.1038428354004,6.80050599941272,954.982099563534,grapes,fruits,sandy loam,loamy soil
53.6245393258446,62.3258052522932,70.8697693849106,27.6447655323415,79.1134934643689,7.08425529539122,1116.20544501149,grapes,fruits,sandy loam,loamy soil
46.4720156061903,49.7518524690639,81.2185596857602,19.794593755887,89.1764064131935,6.88166715950732,842.303925067631,grapes,fruits,sandy loam,loamy soil
49.1063237586865,56.4100284155878,67.8180929046962,22.5897671832802,70.5031070272373,6.68089102546369,1087.69300660741,grapes,fruits,sandy loam,loamy soil
52.6769155193951,64.2187098840806,67.9953277578259,22.5044645961736,60.2700211759125,6.67415994103137,970.488101418547,grapes,fruits,sandy loam,loamy soil
49.0541551574465,48.7328836307209,86.2184397176051,24.6614013709238,80.3858067612273,6.35462103544606,807.979986401901,grapes,fruits,sandy loam,loamy soil
45.6081487173184,52.4987662523644,83.3853296396531,21.8841959825273,67.2420441032184,6.4620573951792,1108.71332425264,grapes,fruits,sandy loam,loamy soil
44.303270148467,43.4829264157577,76.2397529104118,31.1865964060213,60.2183599192517,6.5657865283863,1157.05753047797,grapes,fruits,sandy loam,loamy soil
44.7137505749672,55.0708532204169,81.3220597966152,22.6196207777863,86.7377948976748,5.78154577631402,971.324573431421,grapes,fruits,sandy loam,loamy soil
51.1244517334619,52.2838586786364,73.860176107841,24.772998085526,79.9755518729586,6.39722326001643,898.49635323777,grapes,fruits,sandy loam,loamy soil
52.2279128819927,50.6484992458158,70.2159111700714,24.1222384913245,82.7927213450419,5.8580106846976,940.551370881458,grapes,fruits,sandy loam,loamy soil
47.9361581761349,54.5950622874193,65.1461837729555,29.7776072424006,81.4211270918438,6.9891817092264,1107.26362008913,grapes,fruits,sandy loam,loamy soil
53.628670765539,63.1032844565805,59.7368866967355,20.4920764175027,63.5874632029456,6.7356340935423,1026.0901311979,grapes,fruits,sandy loam,loamy soil
53.8149115129637,52.3314101244727,69.9422364387043,33.4484418953537,60.5248890487648,7.01321155592707,686.10133717361,grapes,fruits,sandy loam,loamy soil
49.4254822881097,49.1706295795701,89.1290625427943,33.0191809122071,61.3129524677458,6.28405051581648,949.116393470938,grapes,fruits,sandy loam,loamy soil
46.2102033241705,51.497046723772,62.8373052162031,25.3259826093989,80.8740168463259,6.3820499354794,905.530173535066,grapes,fruits,sandy loam,loamy soil
44.9190059499546,58.9851153217499,71.0381295017666,28.551879279771,70.1585903994491,6.06812388684267,1213.00700590823,grapes,fruits,sandy loam,loamy soil
51.9187366461758,51.113558538254,67.0011699570561,22.1463071986869,62.160379753779,6.63510487873483,989.853362011816,grapes,fruits,sandy loam,loamy soil
48.9894394149047,54.739306425385,49.1089498400067,23.4933077564731,77.5587772969478,6.30305489669204,1118.35739793898,grapes,fruits,sandy loam,loamy soil
52.7676642173937,51.8671800025052,64.738608949218,21.7776996369165,82.929361152877,6.50329202088,711.03719057903,grapes,fruits,sandy loam,loamy soil
45.8225646061803,51.0682968013479,69.1478145182696,26.2206817941232,74.5756683162202,6.59771203540796,1113.41977280616,grapes,fruits,sandy loam,loamy soil
48.9147221216695,53.7847552904701,75.6916754337737,28.7273495325313,81.1751032130013,6.69127394896401,526.298349954559,grapes,fruits,sandy loam,loamy soil
43.5807242691719,58.4260604334282,77.3651286285973,23.7383535812954,85.3232462996149,6.18818164520206,976.773020492303,grapes,fruits,sandy loam,loamy soil
51.8887011958699,53.8084125354004,82.1901462935861,23.0941524921411,68.578118667312,6.33932913378978,806.739422321719,grapes,fruits,sandy loam,loamy soil
65.6429957124314,46.7694392042458,81.5143169884784,18.9785344325482,65.1197511402341,6.51831729787605,838.578037171516,grapes,fruits,sandy loam,loamy soil
63.0444563814356,56.1978267897363,81.2969456890172,25.949387384466,73.7840586048463,6.58288597425402,1237.66060042484,grapes,fruits,sandy loam,loamy soil
42.622431249681,62.9165620830717,78.5641894604881,21.9573117625411,67.3555928764658,6.30469456130758,390.780342280081,grapes,fruits,sandy loam,loamy soil
66.4251713221995,51.1959924100779,70.1950756209515,30.5720389755345,65.7399009087073,6.57880432736559,803.932391832909,grapes,fruits,sandy loam,loamy soil
42.7942829162927,50.124358511944,86.1381886475065,19.2443123051817,80.15115650052,6.80666699483834,961.275924464795,grapes,fruits,sandy loam,loamy soil
53.9940108871845,46.7856131683463,75.9300904770388,21.9041233318305,77.5187520746901,6.33215927090001,680.129650896497,grapes,fruits,sandy loam,loamy soil
48.0421790485319,56.8219612912001,81.0134327184847,24.6359487172891,75.123267830988,6.76384257890925,990.862695938488,grapes,fruits,sandy loam,loamy soil
45.8771255520364,50.6658063771523,81.6283706103411,27.7066631073891,61.8054996191885,6.18712964084247,626.340775340886,grapes,fruits,sandy loam,loamy soil
48.073696655895,63.1117215890739,80.5509736469587,28.7462216523064,71.7569149796136,6.54002129857715,781.542670018652,grapes,fruits,sandy loam,loamy soil
40.7279622148319,46.3999946784211,71.8924049658783,31.4170962784453,82.5628153431435,6.13890795080361,847.343191525697,grapes,fruits,sandy loam,loamy soil
54.1894876682936,54.6409543921032,70.1830360418784,26.974415760684,71.7390150493482,6.21467718267871,752.37532302068,grapes,fruits,sandy loam,loamy soil
37.3079742167915,65.0853071254315,76.7584752518523,22.7124053146063,62.9723359356045,6.55445804493716,1313.44425964371,grapes,fruits,sandy loam,loamy soil
44.92493839245,54.9257071492949,67.025528794191,31.4660082995603,72.3331836685706,7.05149730985163,1150.32309146641,grapes,fruits,sandy loam,loamy soil
55.0214335733263,47.5661530772679,87.583116566475,26.4992753931478,82.2182341663157,6.38172228388147,1069.55642366191,grapes,fruits,sandy loam,loamy soil
56.7603186063002,51.8357435377106,73.0575929831833,19.7492579893111,65.8297695606674,6.44113016327898,1032.12328155459,grapes,fruits,sandy loam,loamy soil
54.4978102373844,48.2651604729857,87.0557180790608,21.1225339041657,70.3573479347224,6.66318912284943,967.410727147387,grapes,fruits,sandy loam,loamy soil
56.3124051534268,57.1251335409875,66.5549395060525,27.0896427316143,78.2866530493703,6.58993302485266,806.021682915777,grapes,fruits,sandy loam,loamy soil
42.6049168139514,53.067734048818,76.5269633252924,25.8322500932926,80.7594337543055,6.24692123521281,949.818112881785,grapes,fruits,sandy loam,loamy soil
51.2680140021652,55.7354776476517,58.8547885177514,31.5476070745698,89.0384220649883,7.21732752233476,808.969439426363,grapes,fruits,sandy loam,loamy soil
59.6963797113889,45.9713804911537,81.7801378037621,29.7885611724227,75.4368882364859,6.82769949660365,672.312964997692,grapes,fruits,sandy loam,loamy soil
51.496578392935,58.89166762442,75.8754231855482,26.9103497206027,73.8519869147776,6.3321540455614,972.36020646315,grapes,fruits,sandy loam,loamy soil
45.6877354860971,39.8275787331953,67.2957260520919,20.1746443590828,62.3431556077325,6.30492493921954,720.927978568749,grapes,fruits,sandy loam,loamy soil
46.3300849067211,58.4201062052308,70.5395772615732,24.371104885399,76.7131303447981,6.83078491041559,950.339887181526,grapes,fruits,sandy loam,loamy soil
46.1878280951703,60.6682203455801,75.0661710251936,25.0716563522998,61.2771236340971,6.4852946641094,711.925790682521,grapes,fruits,sandy loam,loamy soil
53.9736143808186,51.1767122915142,91.019548647222,29.1654343805671,73.8847664414763,6.68562277227632,646.764687327698,grapes,fruits,sandy loam,loamy soil
44.3653459060962,64.4733277614454,85.3602428580199,25.0603116052016,64.4604528546738,5.81467587043574,1002.22946767214,grapes,fruits,sandy loam,loamy soil
45.3210364841896,57.0086471887104,76.0985514623426,24.1485744900604,79.2102645871222,6.5160518514065,1061.26856102036,grapes,fruits,sandy loam,loamy soil
62.3175980535046,56.7864586614049,73.5391515297337,24.7771571414949,66.9013747715717,6.25445593260009,704.281360584112,grapes,fruits,sandy loam,loamy soil
40.1591826339153,52.6122938268505,83.3822664061801,25.5278671741139,73.9719558304373,6.12702524100799,902.754402355758,grapes,fruits,sandy loam,loamy soil
,,,,,,,nan,fruits,unknown,unknown
70.5097200143708,53.2966975316826,72.6926631289493,28.2733675450552,62.5004874407282,6.54853871292172,1373.9577531455,guava,fruits,alluvial soil,loamy soil
60.8744146747279,56.2449815962711,61.2319403881409,30.7779061855915,60.5622347596659,6.66253578918704,1343.83568774858,guava,fruits,alluvial soil,loamy soil
59.0207459739867,53.1924998003496,68.1428215353488,31.2335671874073,69.1482317028433,6.67756880145069,1417.50618191361,guava,fruits,alluvial soil,loamy soil
54.1764313850211,43.4843151077887,76.4563121740161,27.9311520051817,71.0790103625228,6.86267961192057,1425.93561914907,guava,fruits,alluvial soil,loamy soil
52.8766157856537,44.9676096453164,89.3063562432029,26.3573907568177,61.2972907493779,6.00498144193704,1297.03467660263,guava,fruits,alluvial soil,loamy soil
64.9595892234909,41.7971480450186,81.5506893724229,24.1331687802826,75.1301052436388,6.26369642500313,1356.85662564239,guava,fruits,alluvial soil,loamy soil
70.2250651223688,57.0531802137875,78.2063751814251,25.2157712122793,89.4625422017273,6.49395208988203,1366.34417937094,guava,fruits,alluvial soil,loamy soil
53.2638374238425,47.7017935025243,68.4553667399473,27.9688098734708,75.6630422450155,5.49688628577227,1353.04830130831,guava,fruits,alluvial soil,loamy soil
56.4817628608809,42.2956992713796,79.7937211009503,26.056380606678,65.9707589829908,6.00869600122394,1630.13459334782,guava,fruits,alluvial soil,loamy soil
63.531260721001,63.7027716043008,90.0251036980576,26.0051960282404,72.4716621482468,6.68819730040269,1631.71055306354,guava,fruits,alluvial soil,loamy soil
66.9698166697738,50.7511956416604,76.0337951486544,31.2033500604857,62.0534308110239,5.85086296278159,1647.9887574664,guava,fruits,alluvial soil,loamy soil
74.0176657936789,53.8217091438581,86.4009618170809,30.8548765255252,80.3780587513504,6.47194155821962,1482.21960258449,guava,fruits,alluvial soil,loamy soil
51.8023994015276,61.6536083447403,70.9581818914476,28.8497132743797,65.7456898326161,6.51249447681383,1988.27961437671,guava,fruits,alluvial soil,loamy soil
55.9564299955802,39.6942735347601,76.3633825801482,25.8424853809737,85.9114924383946,6.75284084692157,1574.22136036259,guava,fruits,alluvial soil,loamy soil
57.8911053784011,43.3213122187129,77.2059822342789,28.2097315483652,80.3449687686228,6.48681005371873,1548.73642457251,guava,fruits,alluvial soil,loamy soil
59.2245352275659,51.0461766750262,77.9736137298821,26.3169002546676,71.142249925879,6.87987625153858,1297.82836184032,guava,fruits,alluvial soil,loamy soil
65.359654279817,37.6999662404509,83.2107436092585,26.2591238722308,69.3716502148594,6.3593110161636,1505.1625877615,guava,fruits,alluvial soil,loamy soil
63.4491725278633,58.3617118978676,70.2491448728049,26.4588893110312,67.8747875551446,6.96528723248403,1868.49320187881,guava,fruits,alluvial soil,loamy soil
66.2467595787965,42.7207961884329,89.6959944401475,24.096419350879,77.5930561061099,6.53587165496192,1386.04480065888,guava,fruits,alluvial soil,loamy soil
53.2726078575631,52.874569466903,64.7626046862409,24.9866590167004,84.5940699476935,6.57224669595499,1271.70391845681,guava,fruits,alluvial soil,loamy soil
63.7950523681613,53.2579676383165,64.6531661528485,30.5790577821791,84.6913972448656,6.79039384286349,1671.9661102475,guava,fruits,alluvial soil,loamy soil
62.0714728222281,50.9098440527467,79.9953710402241,29.2375143643853,76.3494684254937,6.85831687956797,1303.02322042185,guava,fruits,alluvial soil,loamy soil
66.5693454460462,57.9409558183202,73.7401860553969,29.2711177594944,61.1897261686735,6.74245070319389,1564.09351690279,guava,fruits,alluvial soil,loamy soil
66.024939579716,46.5380331649004,84.0300399933873,26.4538851556967,62.0948958892117,6.93499081361658,1690.61197366341,guava,fruits,alluvial soil,loamy soil
73.198697354463,49.3951181180592,76.4766756164088,28.8016576194066,88.8388808695397,6.97065400198322,1072.54869914168,guava,fruits,alluvial soil,loamy soil
58.9412725042066,46.668621010093,67.8537930074776,24.1783775870132,87.5315358155959,6.7325381582386,1463.20389939981,guava,fruits,alluvial soil,loamy soil
67.3760421092743,48.4061286291913,58.7090125869739,28.5634814550281,73.4804939690366,5.97321618402147,1417.04048949706,guava,fruits,alluvial soil,loamy soil
54.1323398223107,46.0633267935742,84.4891175651694,24.2472570749074,71.5967450612889,6.27395181786936,1128.2053911421,guava,fruits,alluvial soil,loamy soil
57.5938775132716,42.5017929464829,67.6252697725598,29.7758562033812,65.4616214596568,6.88334371618,1425.63785997991,guava,fruits,alluvial soil,loamy soil
62.9748210171886,50.8039217344548,74.083357426311,26.7533387915942,75.6623843645591,6.12833683253432,1507.90808843936,guava,fruits,alluvial soil,loamy soil
58.3713372982399,47.8181656404053,66.810360892993,24.4860397923064,75.0739127814219,6.51609973131179,1834.53103616432,guava,fruits,alluvial soil,loamy soil
56.0073204290372,57.2031077338082,87.2445394873377,25.8460333822169,87.8813132962313,6.81276029948656,1622.56013777367,guava,fruits,alluvial soil,loamy soil
54.6099187150021,57.5506087261458,81.3752266262876,29.7271039246433,76.0020096195153,7.03016524699179,1537.5150548618,guava,fruits,alluvial soil,loamy soil
56.455852702741,56.9015516980303,79.4684910431932,29.2865908101667,67.0237692275573,6.2145079702908,1598.79491425387,guava,fruits,alluvial soil,loamy soil
61.0455477769079,44.2920659693858,75.2155542524025,31.262703980346,85.8268634616368,6.69447199486789,1576.22393570307,guava,fruits,alluvial soil,loamy soil
56.3603652462372,43.9884331129956,81.7222513121657,25.8578334506684,64.609293581014,6.55341094251875,1477.606737126,guava,fruits,alluvial soil,loamy soil
64.6051332639019,52.5257472182822,72.583526833476,25.4119228929504,68.4945351022895,6.24259711234413,1461.99471395159,guava,fruits,alluvial soil,loamy soil
46.7184347231025,57.5586661313029,75.5033112159247,27.6642726700504,81.8783950152331,6.48176384291534,1710.91724823338,guava,fruits,alluvial soil,loamy soil
46.5843432711942,62.51480366511,80.7708309525382,28.2570082125498,77.8269637572373,6.45900384748741,1553.95169196674,guava,fruits,alluvial soil,loamy soil
62.5053599615361,47.0406800846633,69.6130446435399,29.6029028072191,82.9423396240473,6.19005076232826,1532.53420739208,guava,fruits,alluvial soil,loamy soil
65.1323597184765,50.0212323300323,87.3457020573764,28.0828436554752,60.8672995992586,5.79282755690339,1498.97117095333,guava,fruits,alluvial soil,loamy soil
64.442552372517,51.5651291179511,72.0138435007057,24.993276076994,64.6887084294552,7.55298059486288,1456.42190624317,guava,fruits,alluvial soil,loamy soil
59.1881137132628,54.1223461987194,83.1410741901122,28.4244627911368,69.6421500052847,6.88088742763858,1628.97875081878,guava,fruits,alluvial soil,loamy soil
53.6461480780031,46.7919850296186,56.368666967106,28.1135669674044,67.9938729537664,6.50070851405263,1577.89659495446,guava,fruits,alluvial soil,loamy soil
57.806266667039,52.5666612615967,71.3577792775532,31.0598005040422,74.5691097923306,6.94696653398963,1572.0000384213,guava,fruits,alluvial soil,loamy soil
51.661784743993,52.4725193563711,76.6671819422187,31.2777208603808,84.5158936114913,6.37173319338987,1907.20042064123,guava,fruits,alluvial soil,loamy soil
59.225244152296,51.6996256094916,76.4620028715028,27.6752634726219,64.4614670670031,6.12128099691776,1676.61365563408,guava,fruits,alluvial soil,loamy soil
73.1919072827758,57.70107798818,78.1352522603995,27.8363659493019,63.9549950425493,6.08127332442607,1173.34019132719,guava,fruits,alluvial soil,loamy soil
51.790558872892,61.6003817946448,60.0678188310607,25.6104645435211,73.4016637252201,6.42285872140946,1472.65713196508,guava,fruits,alluvial soil,loamy soil
58.3648355415638,48.2761652861945,72.0781332454023,24.6890544522487,78.7169780713246,6.46593740676096,1556.43354105345,guava,fruits,alluvial soil,loamy soil
53.4652715861857,53.2439332083106,71.6682458787224,28.9357726654746,69.7795710242324,7.35518740673478,1458.54343909204,guava,fruits,alluvial soil,loamy soil
53.8533739856003,50.9211817654137,81.3594653470894,27.6466626855042,86.1710558325555,7.00200424039189,1815.06381714457,guava,fruits,alluvial soil,loamy soil
58.8746972560666,48.5421292318632,74.3340741860708,23.8136277768867,81.9406814428715,6.14602561112105,1481.41111276994,guava,fruits,alluvial soil,loamy soil
51.9367700967356,48.5504085569109,69.3459681585177,29.2773602280636,74.4760196863337,6.15445861293775,1622.94320914393,guava,fruits,alluvial soil,loamy soil
60.7724451960072,44.8262840877145,75.9961260858742,26.4821332281818,82.604956127586,6.45298385127196,1155.60095721268,guava,fruits,alluvial soil,loamy soil
59.651160348342,55.1769903128577,82.9793510701046,31.2771044513325,86.1691444057898,6.41231455403681,1418.70366141524,guava,fruits,alluvial soil,loamy soil
65.6075396117787,48.9967578923326,69.17589086808471,27.0385755825641,68.8961181895804,6.86990949181151,1552.0601454375,guava,fruits,alluvial soil,loamy soil
64.9776205167777,48.6247113600675,81.7010581121159,25.3433247729077,82.0714005144681,6.35331374232002,1478.26774129936,guava,fruits,alluvial soil,loamy soil
66.03175934486,56.2631299152259,74.2662489557088,27.8661358692689,84.0631390758275,7.12179973389757,1601.27009142643,guava,fruits,alluvial soil,loamy soil
57.0057812382295,59.2452909388434,77.9949451705649,26.9175281090317,73.6129691768522,6.42037853627345,1708.9071371796,guava,fruits,alluvial soil,loamy soil
56.1953421964594,46.7274402822616,79.0121175484428,31.9203667639293,72.1380870139405,7.49796835597822,1420.7549464968,guava,fruits,alluvial soil,loamy soil
55.8011640031377,41.0193882686243,68.1567382442349,24.1804131788505,75.0168664055371,6.37342473689151,1305.86524035662,guava,fruits,alluvial soil,loamy soil
50.0054685473283,44.6521037385462,66.0899256244214,29.1737005449807,85.1857196785554,6.43814719884465,1630.01771918318,guava,fruits,alluvial soil,loamy soil
56.3420639346672,54.7313402422396,71.5012690410584,25.9481453407469,70.2502204167314,5.95148184903555,1278.41317361363,guava,fruits,alluvial soil,loamy soil
70.8799400474175,45.3971930975769,50.4864294019686,26.5323576537974,61.8019496953029,6.51006953635936,1314.1573809898,guava,fruits,alluvial soil,loamy soil
63.0903888055304,47.8291128571574,77.4734518909588,27.9199660622591,79.0161757891942,6.01470129282,1487.55765467142,guava,fruits,alluvial soil,loamy soil
66.7928305942379,62.091153891968,73.0167389391166,27.6759751367907,82.65057594121,6.88218894543434,1547.7359340768,guava,fruits,alluvial soil,loamy soil
65.3718922014991,41.5588709032885,72.0060490552994,26.3548901906164,79.696173356321,6.32495175932726,1659.13051611583,guava,fruits,alluvial soil,loamy soil
64.1077415367653,56.906307602099,82.0703303871172,27.1472411802082,75.2768719810629,6.47835169720734,1867.30868285203,guava,fruits,alluvial soil,loamy soil
67.8533099663965,48.9329638448239,75.1710741813772,28.0599688154388,70.9968142370883,6.68603312413556,1333.31825642165,guava,fruits,alluvial soil,loamy soil
59.0641777625905,44.8297770381639,76.5396553904472,26.0462728319121,60.8162515142889,6.98936875602206,1682.57271377983,guava,fruits,alluvial soil,loamy soil
51.2633398937836,49.6544095734708,72.4760983785684,26.3835009311517,73.9562003880003,6.83860871491144,1667.99265030033,guava,fruits,alluvial soil,loamy soil
46.8070655080211,45.3273358586128,78.6317546403877,29.3105081530426,89.4982826555317,6.75353483588634,1460.0941494575,guava,fruits,alluvial soil,loamy soil
58.847890809111,44.6307809980174,54.7245570957782,24.4378166987339,78.7529456529337,6.55883523002149,1473.52533405677,guava,fruits,alluvial soil,loamy soil
65.9813170151569,50.7659814232143,76.2786746091,21.4142043799776,82.3141353234085,6.27124987431213,1394.24948761612,guava,fruits,alluvial soil,loamy soil
61.3209040545953,62.5506353537038,74.2089980047428,24.0449185560796,73.7867521733147,7.0867203583851,1740.84455481229,guava,fruits,alluvial soil,loamy soil
63.2483290584343,52.0489087632083,58.74857679563,26.1483319083772,63.0696113253385,6.32308821522239,1466.55314479785,guava,fruits,alluvial soil,loamy soil
63.651670595326,53.6018810935059,62.0390250017251,26.6611505726612,63.5406022635681,6.74651042889458,1263.42071356619,guava,fruits,alluvial soil,loamy soil
54.3986361410743,45.0818494149543,75.4632678879312,27.1375948312658,64.4982462955667,6.87147988833347,1295.51993590471,guava,fruits,alluvial soil,loamy soil
61.6116645036477,48.7634583617897,66.8546027780415,24.9375931086743,66.5393153985593,6.42627232405107,1478.68882719729,guava,fruits,alluvial soil,loamy soil
65.029124839548,47.1299380693842,81.2228520234239,28.9373600213992,63.1457704313807,5.99033145446761,1458.22490426052,guava,fruits,alluvial soil,loamy soil
53.6671690413583,42.7655578593073,61.9266530409612,23.8932762945115,83.1422703552954,6.45729596829417,1477.62876934434,guava,fruits,alluvial soil,loamy soil
67.3040289148583,62.8879614767842,76.3320618299057,27.6074933288577,69.8717824230362,6.12975961842723,1190.38150809471,guava,fruits,alluvial soil,loamy soil
64.0832280686521,37.3997382426332,62.9516674812804,26.3269290257561,87.1342460313232,6.86979466025359,1321.47398709945,guava,fruits,alluvial soil,loamy soil
54.5334596309029,37.1080447979883,81.4529474585017,25.9741467842268,82.1160975427876,5.51499135040769,1951.32402363058,guava,fruits,alluvial soil,loamy soil
57.8518121814572,51.85630224946,72.2196760002341,33.3378847199881,82.2999308794686,6.5267616506227,1432.19115462279,guava,fruits,alluvial soil,loamy soil
67.9949933227583,51.3306261538879,81.3411214784468,28.8848953499472,86.6181996492767,6.15179373563659,1455.9006057138,guava,fruits,alluvial soil,loamy soil
66.0863641353794,52.1216375865831,75.8808694893036,26.0608280021634,63.4499857997947,6.80248596746254,1773.2367580844,guava,fruits,alluvial soil,loamy soil
48.1519102827946,50.1710656606581,79.0803971847916,28.7391728374869,80.6880985860888,6.27563227938362,1650.57337973353,guava,fruits,alluvial soil,loamy soil
64.7843752688643,47.2246315028096,63.693424763531,29.4656021099813,75.7248544638663,6.15094286156124,1615.25264264422,guava,fruits,alluvial soil,loamy soil
57.6756993938857,50.7863820213552,83.8784836595979,24.9944773809501,64.480471964697,6.63379779870537,1450.97623840412,guava,fruits,alluvial soil,loamy soil
59.9151056260198,63.6863229297331,69.8282596488998,25.1716103058702,77.2299149486207,6.47853585285346,1297.36925986946,guava,fruits,alluvial soil,loamy soil
55.7228873096697,33.2997694034565,86.6061176562918,27.1104271814912,79.6737428076923,6.38211623895338,1388.94603640924,guava,fruits,alluvial soil,loamy soil
65.6842148447143,38.9402069473823,81.311362760074,28.3575572718672,83.7010894192882,6.3026454425725,1677.89245165269,guava,fruits,alluvial soil,loamy soil
62.3736029599205,40.5744580552643,67.2655675512517,31.8777494979923,85.4501594989353,6.52645315588342,1587.78235024444,guava,fruits,alluvial soil,loamy soil
68.0380498192222,48.9824197258649,78.9755611975782,29.776742084972,72.4841009461297,6.39814540178572,1633.31726525019,guava,fruits,alluvial soil,loamy soil
69.3002209341379,59.26635878454,70.1302872433919,25.8565297502521,87.4802076808825,6.35257203467944,1428.5081567185,guava,fruits,alluvial soil,loamy soil
54.0063421743917,49.7003994926458,62.0329335929197,30.8300325585543,84.128186564131,5.91924701017332,1733.48579602821,guava,fruits,alluvial soil,loamy soil
61.2224533555457,50.1942326028004,84.1199565412184,30.1789412557453,60.9627343373845,6.0855163993585,1335.91538521238,guava,fruits,alluvial soil,loamy soil
57.1579832121383,44.1110093022803,86.2393183609178,26.2365759876371,85.988806587592,6.75360973717417,1713.60090691599,guava,fruits,alluvial soil,loamy soil
,,,,,,,nan,fruits,unknown,unknown
57.8359696728374,25.0853538504266,67.187400925614,33.3712286104874,62.3582272139482,6.54957701723792,1555.22480628273,mango,fruits,alluvial soil,loamy soil
61.8711058896743,20.3463367667065,65.0171433025768,27.7124906183814,82.2643327665351,6.27049454618264,880.954790407825,mango,fruits,alluvial soil,loamy soil
60.9839945038956,25.5021144677281,66.7383328860204,31.008678886422,65.3143126111613,6.09326269302063,1309.47710175657,mango,fruits,alluvial soil,loamy soil
54.3073153113012,21.1171764973443,69.3489656827608,27.3914486643297,74.9593125266887,6.72227534489354,883.090796351405,mango,fruits,alluvial soil,loamy soil
55.3449639083348,27.6857176159222,62.0403691070151,25.9731981142385,76.7661388068097,6.06161028719335,580.633692740273,mango,fruits,alluvial soil,loamy soil
